outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel
BABEL_BP_101_38879_20111029_191618_S5_scripted.sph	38879	20111029	191618	38879	inLine	Northern_Pearl_River_Delta	M	STREET	22	CMCC	iPhone
BABEL_BP_101_92321_20111125_150503_S0_scripted.sph	92321	20111125	150503	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_81486_20111027_154355_S6_scripted.sph	81486	20111027	154355	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_36424_20111119_142532_C2_scripted.sph	36424	20111119	142532	36424	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	47	China_Unicom	Samsung
BABEL_BP_101_56648_20111126_180717_D1_scripted.sph	56648	20111126	180717	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_88464_20111119_191825_I2_scripted.sph	88464	20111119	191825	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_68129_20111120_131413_S9_scripted.sph	68129	20111120	131413	68129	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_92321_20111125_150357_SA_scripted.sph	92321	20111125	150357	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_44836_20111119_152524_S2_scripted.sph	44836	20111119	152524	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_20408_20111101_202632_S3_scripted.sph	20408	20111101	202632	20408	inLine	Northern_Guangdong	M	PUBLIC_PLACE	18	CMCC	Nokia
BABEL_BP_101_96438_20111125_193249_T2_scripted.sph	96438	20111125	193249	96438	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	China_Unicom	Nokia
BABEL_BP_101_91406_20111114_215322_C2_scripted.sph	91406	20111114	215322	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_96438_20111125_193240_S4_scripted.sph	96438	20111125	193240	96438	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	China_Unicom	Nokia
BABEL_BP_101_53985_20111027_131714_S5_scripted.sph	53985	20111027	131714	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_92628_20111102_125507_S8_scripted.sph	92628	20111102	125507	92628	inLine	Central_Guangdong	F	CAR_KIT	42	CMCC	Philips
BABEL_BP_101_16617_20111030_141113_L1_scripted.sph	16617	20111030	141113	16617	inLine	Northern_Guangdong	M	VEHICLE	28	CMCC	HTC
BABEL_BP_101_58357_20111122_153414_C3_scripted.sph	58357	20111122	153414	58357	inLine	Guangxi_and_Western_Guangdong	M	STREET	31	CMCC	Nokia
BABEL_BP_101_16617_20111030_140935_D1_scripted.sph	16617	20111030	140935	16617	inLine	Northern_Guangdong	M	VEHICLE	28	CMCC	HTC
BABEL_BP_101_15873_20111026_130004_S3_scripted.sph	15873	20111026	130004	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_14729_20111114_184349_D1_scripted.sph	14729	20111114	184349	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_56648_20111126_181354_S0_scripted.sph	56648	20111126	181354	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_21367_20111126_130505_O7_scripted.sph	21367	20111126	130505	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_69049_20111101_220330_T1_scripted.sph	69049	20111101	220330	69049	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	51	CMCC	Nokia
BABEL_BP_101_98086_20111129_155135_O4_scripted.sph	98086	20111129	155135	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_76944_20111114_203954_SA_scripted.sph	76944	20111114	203954	76944	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	21	CMCC	Gaoke
BABEL_BP_101_82217_20111115_185641_I2_scripted.sph	82217	20111115	185641	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_98219_20111125_153923_L3_scripted.sph	98219	20111125	153923	98219	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	25	CMCC	Philips
BABEL_BP_101_78879_20111102_131005_SA_scripted.sph	78879	20111102	131005	78879	inLine	Northern_Guangdong	M	STREET	22	China_Unicom	Nokia
BABEL_BP_101_37285_20111028_000352_L1_scripted.sph	37285	20111028	000352	37285	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	35	China_Telecom	ZTE
BABEL_BP_101_50409_20111204_155102_O5_scripted.sph	50409	20111204	155102	50409	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	30	CMCC	Philips
BABEL_BP_101_36424_20111119_143106_I1_scripted.sph	36424	20111119	143106	36424	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	47	China_Unicom	Samsung
BABEL_BP_101_96630_20111104_003145_L2_scripted.sph	96630	20111104	003145	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_20408_20111101_202438_SA_scripted.sph	20408	20111101	202438	20408	inLine	Northern_Guangdong	M	PUBLIC_PLACE	18	CMCC	Nokia
BABEL_BP_101_81486_20111027_153510_T1_scripted.sph	81486	20111027	153510	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_58357_20111122_153452_S3_scripted.sph	58357	20111122	153452	58357	inLine	Guangxi_and_Western_Guangdong	M	STREET	31	CMCC	Nokia
BABEL_BP_101_81486_20111027_154128_D3_scripted.sph	81486	20111027	154128	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_59028_20111130_194352_C5_scripted.sph	59028	20111130	194352	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_82217_20111115_190412_T3_scripted.sph	82217	20111115	190412	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_63459_20111120_161826_C1_scripted.sph	63459	20111120	161826	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_59028_20111130_194330_O5_scripted.sph	59028	20111130	194330	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_76944_20111114_203909_D3_scripted.sph	76944	20111114	203909	76944	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	21	CMCC	Gaoke
BABEL_BP_101_66964_20111117_171437_O6_scripted.sph	66964	20111117	171437	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_50409_20111204_155450_I1_scripted.sph	50409	20111204	155450	50409	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	30	CMCC	Philips
BABEL_BP_101_56648_20111126_180730_C6_scripted.sph	56648	20111126	180730	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_16617_20111030_141136_O3_scripted.sph	16617	20111030	141136	16617	inLine	Northern_Guangdong	M	VEHICLE	28	CMCC	HTC
BABEL_BP_101_88464_20111119_191949_O5_scripted.sph	88464	20111119	191949	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_21367_20111126_130241_S5_scripted.sph	21367	20111126	130241	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_50409_20111204_155009_L2_scripted.sph	50409	20111204	155009	50409	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	30	CMCC	Philips
BABEL_BP_101_81486_20111027_154312_S0_scripted.sph	81486	20111027	154312	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_40439_20111203_180208_L2_scripted.sph	40439	20111203	180208	40439	inLine	Central_Guangdong	F	CAR_KIT	17	CMCC	Nokia
BABEL_BP_101_91406_20111114_215839_T3_scripted.sph	91406	20111114	215839	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_76944_20111114_203542_S7_scripted.sph	76944	20111114	203542	76944	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	21	CMCC	Gaoke
BABEL_BP_101_78879_20111102_131215_N1_scripted.sph	78879	20111102	131215	78879	inLine	Northern_Guangdong	M	STREET	22	China_Unicom	Nokia
BABEL_BP_101_80008_20111031_165729_I2_scripted.sph	80008	20111031	165729	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_11694_20111204_201932_D3_scripted.sph	11694	20111204	201932	11694	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	30	CMCC	Flyin
BABEL_BP_101_38879_20111029_191637_D3_scripted.sph	38879	20111029	191637	38879	inLine	Northern_Pearl_River_Delta	M	STREET	22	CMCC	iPhone
BABEL_BP_101_36424_20111119_142621_L2_scripted.sph	36424	20111119	142621	36424	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	47	China_Unicom	Samsung
BABEL_BP_101_21367_20111126_130100_O3_scripted.sph	21367	20111126	130100	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_98086_20111129_154802_S7_scripted.sph	98086	20111129	154802	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_98086_20111129_154810_C1_scripted.sph	98086	20111129	154810	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_17933_20111120_202906_S5_scripted.sph	17933	20111120	202906	17933	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Nokia
BABEL_BP_101_82217_20111115_185422_C6_scripted.sph	82217	20111115	185422	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_59028_20111130_194451_O4_scripted.sph	59028	20111130	194451	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_74395_20111117_132715_S6_scripted.sph	74395	20111117	132715	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_58190_20111124_200852_D1_scripted.sph	58190	20111124	200852	58190	inLine	Northern_Guangdong	M	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_77244_20111127_004721_D2_scripted.sph	77244	20111127	004721	77244	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	33	CMCC	HTC
BABEL_BP_101_22979_20111129_141216_N1_scripted.sph	22979	20111129	141216	22979	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	41	CMCC	Nokia
BABEL_BP_101_14054_20111119_155044_O1_scripted.sph	14054	20111119	155044	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_91406_20111114_215141_D1_scripted.sph	91406	20111114	215141	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_20408_20111101_202528_S2_scripted.sph	20408	20111101	202528	20408	inLine	Northern_Guangdong	M	PUBLIC_PLACE	18	CMCC	Nokia
BABEL_BP_101_74395_20111117_132724_T3_scripted.sph	74395	20111117	132724	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_23571_20111128_230257_SC_scripted.sph	23571	20111128	230257	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_94696_20111203_185431_O1_scripted.sph	94696	20111203	185431	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_58190_20111124_200924_O2_scripted.sph	58190	20111124	200924	58190	inLine	Northern_Guangdong	M	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_21367_20111126_130353_O4_scripted.sph	21367	20111126	130353	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_56648_20111126_181309_D2_scripted.sph	56648	20111126	181309	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_59028_20111130_194228_S9_scripted.sph	59028	20111130	194228	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_21367_20111126_130416_D2_scripted.sph	21367	20111126	130416	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_15873_20111026_125541_I2_scripted.sph	15873	20111026	125541	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_15873_20111026_125856_D2_scripted.sph	15873	20111026	125856	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_98086_20111129_154908_S9_scripted.sph	98086	20111129	154908	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_88464_20111119_191857_L2_scripted.sph	88464	20111119	191857	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_92628_20111102_125207_D3_scripted.sph	92628	20111102	125207	92628	inLine	Central_Guangdong	F	CAR_KIT	42	CMCC	Philips
BABEL_BP_101_59028_20111130_194202_O3_scripted.sph	59028	20111130	194202	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_63459_20111120_162042_O6_scripted.sph	63459	20111120	162042	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_11694_20111204_202207_T3_scripted.sph	11694	20111204	202207	11694	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	30	CMCC	Flyin
BABEL_BP_101_23571_20111128_230436_S3_scripted.sph	23571	20111128	230436	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_86016_20111118_134610_N1_scripted.sph	86016	20111118	134610	86016	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	China_Unicom	Motorola
BABEL_BP_101_96438_20111125_193605_T3_scripted.sph	96438	20111125	193605	96438	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	China_Unicom	Nokia
BABEL_BP_101_58190_20111124_201601_S3_scripted.sph	58190	20111124	201601	58190	inLine	Northern_Guangdong	M	CAR_KIT	40	CMCC	Philips
BABEL_BP_101_19012_20111122_170428_T1_scripted.sph	19012	20111122	170428	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_63459_20111120_161846_C2_scripted.sph	63459	20111120	161846	63459	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	48	CMCC	K-Touch
BABEL_BP_101_94696_20111203_190249_S3_scripted.sph	94696	20111203	190249	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_14729_20111114_184950_S6_scripted.sph	14729	20111114	184950	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_53985_20111027_131701_O5_scripted.sph	53985	20111027	131701	53985	inLine	Guangxi_and_Western_Guangdong	F	VEHICLE	31	CMCC	Samsung
BABEL_BP_101_59028_20111130_194239_L2_scripted.sph	59028	20111130	194239	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_92628_20111102_125119_O6_scripted.sph	92628	20111102	125119	92628	inLine	Central_Guangdong	F	CAR_KIT	42	CMCC	Philips
BABEL_BP_101_68129_20111120_131422_L2_scripted.sph	68129	20111120	131422	68129	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	31	China_Tietong	Telifeng
BABEL_BP_101_96630_20111104_003130_S9_scripted.sph	96630	20111104	003130	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_19012_20111122_170925_O4_scripted.sph	19012	20111122	170925	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_74395_20111117_132027_D1_scripted.sph	74395	20111117	132027	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_76944_20111114_203630_O3_scripted.sph	76944	20111114	203630	76944	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	21	CMCC	Gaoke
BABEL_BP_101_82217_20111115_190403_S6_scripted.sph	82217	20111115	190403	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_36424_20111119_143002_O7_scripted.sph	36424	20111119	143002	36424	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	47	China_Unicom	Samsung
BABEL_BP_101_58357_20111122_153440_A1_scripted.sph	58357	20111122	153440	58357	inLine	Guangxi_and_Western_Guangdong	M	STREET	31	CMCC	Nokia
BABEL_BP_101_23571_20111128_230225_L3_scripted.sph	23571	20111128	230225	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_74395_20111117_132602_S0_scripted.sph	74395	20111117	132602	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_82217_20111115_185356_O1_scripted.sph	82217	20111115	185356	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_15873_20111026_125731_D3_scripted.sph	15873	20111026	125731	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_50409_20111204_155019_M1_scripted.sph	50409	20111204	155019	50409	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	30	CMCC	Philips
BABEL_BP_101_81486_20111027_153435_O1_scripted.sph	81486	20111027	153435	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_14054_20111119_160736_O6_scripted.sph	14054	20111119	160736	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_66964_20111117_171208_T1_scripted.sph	66964	20111117	171208	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_11694_20111204_201813_L2_scripted.sph	11694	20111204	201813	11694	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	30	CMCC	Flyin
BABEL_BP_101_91406_20111114_215334_I2_scripted.sph	91406	20111114	215334	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_80008_20111031_165950_L3_scripted.sph	80008	20111031	165950	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_19012_20111122_170816_C5_scripted.sph	19012	20111122	170816	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_23571_20111128_230045_S5_scripted.sph	23571	20111128	230045	23571	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_LANDLINE	48	China_Telecom	BBK
BABEL_BP_101_66964_20111117_171612_SA_scripted.sph	66964	20111117	171612	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_77244_20111127_004141_S7_scripted.sph	77244	20111127	004141	77244	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	33	CMCC	HTC
BABEL_BP_101_91406_20111114_215514_S5_scripted.sph	91406	20111114	215514	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_59028_20111130_194444_SA_scripted.sph	59028	20111130	194444	59028	inLine	Northern_Guangdong	M	HOME_OFFICE_LANDLINE	25	China_Tietong	Telifeng
BABEL_BP_101_44836_20111119_152205_C4_scripted.sph	44836	20111119	152205	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_40123_20111129_175620_I2_scripted.sph	40123	20111129	175620	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_56648_20111126_180751_O2_scripted.sph	56648	20111126	180751	56648	inLine	Northern_Guangdong	M	PUBLIC_PLACE	29	CMCC	Huawei
BABEL_BP_101_92628_20111102_125359_O7_scripted.sph	92628	20111102	125359	92628	inLine	Central_Guangdong	F	CAR_KIT	42	CMCC	Philips
BABEL_BP_101_14729_20111114_184827_D2_scripted.sph	14729	20111114	184827	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_44836_20111119_152250_SB_scripted.sph	44836	20111119	152250	44836	inLine	Southern_Pearl_River_Delta	F	CAR_KIT	20	CMCC	Apple
BABEL_BP_101_94696_20111203_185917_O5_scripted.sph	94696	20111203	185917	94696	inLine	Central_Guangdong	F	CAR_KIT	49	CMCC	Philips
BABEL_BP_101_58357_20111122_153041_O3_scripted.sph	58357	20111122	153041	58357	inLine	Guangxi_and_Western_Guangdong	M	STREET	31	CMCC	Nokia
BABEL_BP_101_21367_20111126_130116_C4_scripted.sph	21367	20111126	130116	21367	inLine	Northern_Guangdong	M	CAR_KIT	47	China_Unicom	Nokia
BABEL_BP_101_14054_20111119_160840_S4_scripted.sph	14054	20111119	160840	14054	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	46	CMCC	Samsung
BABEL_BP_101_14729_20111114_184531_I2_scripted.sph	14729	20111114	184531	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_92321_20111125_150312_C5_scripted.sph	92321	20111125	150312	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_74395_20111117_132636_N1_scripted.sph	74395	20111117	132636	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_14729_20111114_184909_O7_scripted.sph	14729	20111114	184909	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_66964_20111117_171942_N1_scripted.sph	66964	20111117	171942	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_58357_20111122_153057_C4_scripted.sph	58357	20111122	153057	58357	inLine	Guangxi_and_Western_Guangdong	M	STREET	31	CMCC	Nokia
BABEL_BP_101_78879_20111102_131110_C3_scripted.sph	78879	20111102	131110	78879	inLine	Northern_Guangdong	M	STREET	22	China_Unicom	Nokia
BABEL_BP_101_19012_20111122_170726_O6_scripted.sph	19012	20111122	170726	19012	inLine	Guangxi_and_Western_Guangdong	M	STREET	35	CMCC	Samsung
BABEL_BP_101_16617_20111030_141709_S8_scripted.sph	16617	20111030	141709	16617	inLine	Northern_Guangdong	M	VEHICLE	28	CMCC	HTC
BABEL_BP_101_77244_20111127_004651_SA_scripted.sph	77244	20111127	004651	77244	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	33	CMCC	HTC
BABEL_BP_101_69049_20111101_220702_C5_scripted.sph	69049	20111101	220702	69049	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	51	CMCC	Nokia
BABEL_BP_101_92628_20111102_125014_I2_scripted.sph	92628	20111102	125014	92628	inLine	Central_Guangdong	F	CAR_KIT	42	CMCC	Philips
BABEL_BP_101_96630_20111104_002938_C6_scripted.sph	96630	20111104	002938	96630	inLine	Northern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	46	China_Telecom	Coolpad
BABEL_BP_101_66964_20111117_171236_R1_scripted.sph	66964	20111117	171236	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
BABEL_BP_101_14729_20111114_184916_A1_scripted.sph	14729	20111114	184916	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_98086_20111129_155114_L3_scripted.sph	98086	20111129	155114	98086	inLine	Southern_Pearl_River_Delta	M	HOME_OFFICE_MOBILE	47	CMCC	Nokia
BABEL_BP_101_82217_20111115_190339_S3_scripted.sph	82217	20111115	190339	82217	inLine	Central_Guangdong	F	CAR_KIT	54	CMCC	Philips
BABEL_BP_101_37285_20111028_000505_M1_scripted.sph	37285	20111028	000505	37285	inLine	Southern_Pearl_River_Delta	F	HOME_OFFICE_LANDLINE	35	China_Telecom	ZTE
BABEL_BP_101_40123_20111129_175531_S7_scripted.sph	40123	20111129	175531	40123	inLine	Northern_Guangdong	M	VEHICLE	38	CMCC	Nokia
BABEL_BP_101_88464_20111119_192105_O4_scripted.sph	88464	20111119	192105	88464	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	27	CMCC	Philips
BABEL_BP_101_14729_20111114_184557_L2_scripted.sph	14729	20111114	184557	14729	inLine	Guangxi_and_Western_Guangdong	F	HOME_OFFICE_MOBILE	23	CMCC	HTC
BABEL_BP_101_15873_20111026_130059_S8_scripted.sph	15873	20111026	130059	15873	inLine	Northern_Pearl_River_Delta	F	HOME_OFFICE_MOBILE	35	China_Telecom	Nokia
BABEL_BP_101_92321_20111125_150235_S1_scripted.sph	92321	20111125	150235	92321	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	28	CMCC	Philips
BABEL_BP_101_91406_20111114_215152_C6_scripted.sph	91406	20111114	215152	91406	inLine	Northern_Guangdong	F	HOME_OFFICE_MOBILE	46	CMCC	Nokia
BABEL_BP_101_96438_20111125_193018_M1_scripted.sph	96438	20111125	193018	96438	inLine	Guangxi_and_Western_Guangdong	M	CAR_KIT	35	China_Unicom	Nokia
BABEL_BP_101_74395_20111117_132627_S3_scripted.sph	74395	20111117	132627	74395	inLine	Central_Guangdong	F	HOME_OFFICE_LANDLINE	38	China_Telecom	BBK
BABEL_BP_101_81486_20111027_154002_L2_scripted.sph	81486	20111027	154002	81486	inLine	Southern_Pearl_River_Delta	M	CAR_KIT	57	CMCC	Philips
BABEL_BP_101_20408_20111101_202424_L3_scripted.sph	20408	20111101	202424	20408	inLine	Northern_Guangdong	M	PUBLIC_PLACE	18	CMCC	Nokia
BABEL_BP_101_80008_20111031_165940_T2_scripted.sph	80008	20111031	165940	80008	inLine	Guangxi_and_Western_Guangdong	M	VEHICLE	31	CMCC	Nokia
BABEL_BP_101_66964_20111117_171600_L3_scripted.sph	66964	20111117	171600	66964	inLine	Central_Guangdong	M	HOME_OFFICE_MOBILE	43	CMCC	HTC
